agent_id,agent_type,o_node_id,d_node_id,o_osm_node_id,d_osm_node_id,o_zone_id,d_zone_id,geometry,departure_time
23,v,1923,2944,5634899228.0,,2,4,"LINESTRING(-111.9449232 33.4294451,-111.9301937 33.4297)",0736
24,v,3074,2941,,,2,4,"LINESTRING(-111.939942 33.427787,-111.934262 33.430779)",0714
25,v,2116,2851,5692081453.0,,2,4,"LINESTRING(-111.941512 33.4273775,-111.9298064 33.4281537)",0722
26,v,2862,3062,,,2,4,"LINESTRING(-111.9416895 33.4280571,-111.9299627 33.4291276)",0720
27,v,3045,2943,,,2,4,"LINESTRING(-111.9446671 33.429926,-111.9321107 33.4305406)",0737
28,v,3041,2941,,,2,4,"LINESTRING(-111.944463 33.4300281,-111.934262 33.430779)",0705
29,v,1926,2943,5641347330.0,,2,4,"LINESTRING(-111.9443125 33.4283045,-111.9321107 33.4305406)",0753
30,v,505,2944,3299517573.0,,2,4,"LINESTRING(-111.9442762 33.426894,-111.9301937 33.4297)",0752
31,v,3042,2855,,,2,4,"LINESTRING(-111.9445403 33.4297769,-111.9317781 33.4297731)",0745
32,v,3050,2852,,,2,4,"LINESTRING(-111.9432661 33.4273883,-111.9297943 33.4274945)",0729
33,v,1914,2851,5634899204.0,,2,4,"LINESTRING(-111.944278 33.4269646,-111.9298064 33.4281537)",0745
34,v,3048,3058,,,2,4,"LINESTRING(-111.9439325 33.4283066,-111.9322502 33.4274587)",0720
35,v,505,3062,3299517573.0,,2,4,"LINESTRING(-111.9442762 33.426894,-111.9299627 33.4291276)",0722
36,v,2938,2720,,,2,4,"LINESTRING(-111.9409219 33.4288786,-111.9323497 33.4282513)",0712
37,v,3111,2942,,,2,4,"LINESTRING(-111.9448918 33.4297287,-111.9331848 33.429885)",0709
38,v,1926,2855,5641347330.0,,2,4,"LINESTRING(-111.9443125 33.4283045,-111.9317781 33.4297731)",0743
39,v,2863,2855,,,2,4,"LINESTRING(-111.9404138 33.4280488,-111.9317781 33.4297731)",0758
40,v,2795,2851,,,2,4,"LINESTRING(-111.9415252 33.4300788,-111.9298064 33.4281537)",0726
41,v,1925,2719,5641347327.0,,2,5,"LINESTRING(-111.9443026 33.4279205,-111.9279301 33.4276964)",0724
42,v,3044,2719,,,2,5,"LINESTRING(-111.9446676 33.4300474,-111.9279301 33.4276964)",0724
43,v,2977,2850,,,2,5,"LINESTRING(-111.9413434 33.4267077,-111.9287618 33.4281591)",0751
44,v,2863,2719,,,2,5,"LINESTRING(-111.9404138 33.4280488,-111.9279301 33.4276964)",0742
45,v,3046,2898,,,2,6,"LINESTRING(-111.9449178 33.4302576,-111.9228694 33.4266314)",0723
46,v,2120,2898,5697244757.0,,2,6,"LINESTRING(-111.9442568 33.4295279,-111.9228694 33.4266314)",0705
47,v,3048,2875,,,2,9,"LINESTRING(-111.9439325 33.4283066,-111.940282 33.4238233)",0745
48,v,3046,2760,,,2,9,"LINESTRING(-111.9449178 33.4302576,-111.9424313 33.4236501)",0752
49,v,2158,2745,5907561206.0,,2,9,"LINESTRING(-111.9442763 33.4268689,-111.9419334 33.4230019)",0714
50,v,2741,2794,,,2,9,"LINESTRING(-111.9427134 33.4299705,-111.9409802 33.4245472)",0719
51,v,2583,3054,,,2,9,"LINESTRING(-111.9447336 33.4302,-111.9415994 33.4214416)",0714
52,v,2938,2322,,7113741168.0,2,9,"LINESTRING(-111.9409219 33.4288786,-111.9442462 33.4217045)",0713
53,v,2161,2932,5907561209.0,,2,9,"LINESTRING(-111.9442962 33.4276724,-111.9431126 33.4259531)",0715
54,v,2795,2038,,5665460115.0,2,9,"LINESTRING(-111.9415252 33.4300788,-111.9423945 33.4217049)",0706
55,v,3048,2878,,,2,9,"LINESTRING(-111.9439325 33.4283066,-111.940386 33.4227341)",0740
56,v,3046,3114,,,2,9,"LINESTRING(-111.9449178 33.4302576,-111.9418783 33.4249253)",0758
57,v,2161,2047,5907561209.0,5665462528.0,2,9,"LINESTRING(-111.9442962 33.4276724,-111.9425451 33.4254846)",0751
58,v,3056,2405,,7308186325.0,2,9,"LINESTRING(-111.944872 33.429055,-111.9448229 33.4231773)",0713
59,v,3043,2367,,7125038250.0,2,9,"LINESTRING(-111.944818 33.42935,-111.9412594 33.4264482)",0728
60,v,3048,2878,,,2,9,"LINESTRING(-111.9439325 33.4283066,-111.940386 33.4227341)",0704
61,v,2862,1295,,5266180544.0,2,9,"LINESTRING(-111.9416895 33.4280571,-111.9412751 33.4259829)",0759
62,v,2120,4,5697244757.0,41520515.0,2,9,"LINESTRING(-111.9442568 33.4295279,-111.9443033 33.4243197)",0750
63,v,3048,3055,,,2,9,"LINESTRING(-111.9439325 33.4283066,-111.9416592 33.421587)",0712
64,v,3050,29,,41563500.0,2,9,"LINESTRING(-111.9432661 33.4273883,-111.943347 33.4254811)",0705
65,v,2742,706,,5258562212.0,2,9,"LINESTRING(-111.9426416 33.4296715,-111.9426821 33.4242671)",0744
66,v,2931,500,,3101265427.0,2,9,"LINESTRING(-111.9404432 33.4291212,-111.9412736 33.4254885)",0710
67,v,3045,2431,,7828444671.0,2,9,"LINESTRING(-111.9446671 33.429926,-111.9443013 33.4237381)",0713
68,v,3050,3051,,,2,9,"LINESTRING(-111.9432661 33.4273883,-111.9440948 33.4239595)",0726
69,v,1926,5,5641347330.0,41520518.0,2,9,"LINESTRING(-111.9443125 33.4283045,-111.9442993 33.4231771)",0743
70,v,2158,2872,5907561206.0,,2,9,"LINESTRING(-111.9442763 33.4268689,-111.9414222 33.4236071)",0714
71,v,2161,1282,5907561209.0,5266180520.0,2,9,"LINESTRING(-111.9442962 33.4276724,-111.9428663 33.4254836)",0753
72,v,2120,3082,5697244757.0,,2,9,"LINESTRING(-111.9442568 33.4295279,-111.9445439 33.4221841)",0738
73,v,2742,2367,,7125038250.0,2,9,"LINESTRING(-111.9426416 33.4296715,-111.9412594 33.4264482)",0754
74,v,2583,1807,,5415307196.0,2,9,"LINESTRING(-111.9447336 33.4302,-111.9398537 33.4231887)",0712
75,v,2936,355,,2625359013.0,2,9,"LINESTRING(-111.9409049 33.4267899,-111.9399685 33.4231886)",0751
76,v,2795,1295,,5266180544.0,2,9,"LINESTRING(-111.9415252 33.4300788,-111.9412751 33.4259829)",0750
77,v,3075,2794,,,2,9,"LINESTRING(-111.9398961 33.427163,-111.9409802 33.4245472)",0742
78,v,2931,2860,,,2,9,"LINESTRING(-111.9404432 33.4291212,-111.9438609 33.4216046)",0734
79,v,3075,356,,2625359015.0,2,9,"LINESTRING(-111.9398961 33.427163,-111.9399523 33.4243448)",0741
80,v,2749,2859,,,2,9,"LINESTRING(-111.9433358 33.4277712,-111.9427063 33.4215114)",0800
81,v,1923,2873,5634899228.0,,2,9,"LINESTRING(-111.9449232 33.4294451,-111.940901 33.4238554)",0717
82,v,3074,2872,,,2,9,"LINESTRING(-111.939942 33.427787,-111.9414222 33.4236071)",0746
83,v,2583,3,,41520512.0,2,9,"LINESTRING(-111.9447336 33.4302,-111.9442814 33.4254737)",0712
84,v,3047,1275,,5266180513.0,2,9,"LINESTRING(-111.9439797 33.426675,-111.9424801 33.4254848)",0708
85,v,3043,3076,,,2,9,"LINESTRING(-111.944818 33.42935,-111.9399411 33.4249177)",0726
86,v,2931,2751,,,2,9,"LINESTRING(-111.9404432 33.4291212,-111.9417409 33.4222943)",0757
87,v,2765,3079,,,2,9,"LINESTRING(-111.9418549 33.4289587,-111.9421011 33.4215774)",0738
88,v,2158,1807,5907561206.0,5415307196.0,2,9,"LINESTRING(-111.9442763 33.4268689,-111.9398537 33.4231887)",0738
89,v,3050,3079,,,2,9,"LINESTRING(-111.9432661 33.4273883,-111.9421011 33.4215774)",0741
90,v,48,2934,41662581.0,,2,9,"LINESTRING(-111.9400679 33.4273849,-111.9403808 33.426002)",0707
91,v,3056,3054,,,2,9,"LINESTRING(-111.944872 33.429055,-111.9415994 33.4214416)",0706
92,v,2936,2290,,6886353639.0,2,9,"LINESTRING(-111.9409049 33.4267899,-111.9442823 33.4223902)",0743
93,v,3075,2871,,,2,9,"LINESTRING(-111.9398961 33.427163,-111.9447301 33.4260399)",0729
94,v,2583,2872,,,2,9,"LINESTRING(-111.9447336 33.4302,-111.9414222 33.4236071)",0719
95,v,3045,3081,,,2,9,"LINESTRING(-111.9446671 33.429926,-111.9439911 33.4222844)",0732
96,v,1928,2746,5641347332.0,,2,9,"LINESTRING(-111.9443068 33.4280856,-111.9428647 33.4249455)",0732
97,v,2120,2854,5697244757.0,,2,9,"LINESTRING(-111.9442568 33.4295279,-111.9408694 33.4216672)",0748
98,v,2741,2794,,,2,9,"LINESTRING(-111.9427134 33.4299705,-111.9409802 33.4245472)",0704
99,v,3042,2792,,,2,9,"LINESTRING(-111.9445403 33.4297769,-111.9403503 33.4248897)",0703
100,v,2936,2933,,,2,9,"LINESTRING(-111.9409049 33.4267899,-111.942665 33.4264914)",0746
101,v,1914,50,5634899204.0,41662587.0,2,9,"LINESTRING(-111.944278 33.4269646,-111.9400687 33.4231956)",0726
102,v,3043,2295,,6888072615.0,2,9,"LINESTRING(-111.944818 33.42935,-111.9442795 33.4261428)",0706
103,v,2765,3055,,,2,9,"LINESTRING(-111.9418549 33.4289587,-111.9416592 33.421587)",0747
104,v,2120,3,5697244757.0,41520512.0,2,9,"LINESTRING(-111.9442568 33.4295279,-111.9442814 33.4254737)",0744
105,v,2795,2933,,,2,9,"LINESTRING(-111.9415252 33.4300788,-111.942665 33.4264914)",0721
106,v,3075,2295,,6888072615.0,2,9,"LINESTRING(-111.9398961 33.427163,-111.9442795 33.4261428)",0755
107,v,3042,6,,41520521.0,2,9,"LINESTRING(-111.9445403 33.4297769,-111.9442661 33.4218936)",0715
108,v,3074,1296,,5266180546.0,2,9,"LINESTRING(-111.939942 33.427787,-111.9406267 33.425492)",0724
109,v,1925,678,5641347327.0,5133306140.0,2,9,"LINESTRING(-111.9443026 33.4279205,-111.9442932 33.4248846)",0724
110,v,3042,502,,3101265641.0,2,9,"LINESTRING(-111.9445403 33.4297769,-111.9412665 33.4243385)",0754
111,v,3075,2760,,,2,9,"LINESTRING(-111.9398961 33.427163,-111.9424313 33.4236501)",0713
112,v,2168,2746,5907585046.0,,2,9,"LINESTRING(-111.9443136 33.4283475,-111.9428647 33.4249455)",0743
113,v,1928,3052,5641347332.0,,2,9,"LINESTRING(-111.9443068 33.4280856,-111.9440853 33.4234235)",0710
114,v,2742,42,,41630202.0,2,9,"LINESTRING(-111.9426416 33.4296715,-111.940778 33.4264585)",0707
115,v,1914,2975,5634899204.0,,2,10,"LINESTRING(-111.944278 33.4269646,-111.9359117 33.4222725)",0703
116,v,3043,2990,,,2,10,"LINESTRING(-111.944818 33.42935,-111.9355867 33.4256907)",0731
117,v,3111,54,,41714336.0,2,10,"LINESTRING(-111.9448918 33.4297287,-111.9366625 33.4219038)",0731
118,v,2120,1850,5697244757.0,5415311208.0,2,10,"LINESTRING(-111.9442568 33.4295279,-111.9365584 33.4232063)",0722
119,v,3046,2826,,,2,10,"LINESTRING(-111.9449178 33.4302576,-111.9370621 33.4240404)",0716
120,v,3049,2981,,,2,10,"LINESTRING(-111.9440529 33.4288937,-111.9366946 33.4259464)",0716
121,v,2938,2761,,,2,10,"LINESTRING(-111.9409219 33.4288786,-111.9383609 33.4235224)",0707
122,v,3044,2975,,,2,10,"LINESTRING(-111.9446676 33.4300474,-111.9359117 33.4222725)",0727
123,v,2795,2332,,7121918885.0,2,10,"LINESTRING(-111.9415252 33.4300788,-111.9366697 33.4248479)",0712
124,v,3043,2772,,,2,10,"LINESTRING(-111.944818 33.42935,-111.9352566 33.4228523)",0713
125,v,3045,2762,,,2,10,"LINESTRING(-111.9446671 33.429926,-111.9385643 33.4235761)",0750
126,v,505,2987,3299517573.0,,2,10,"LINESTRING(-111.9442762 33.426894,-111.9363484 33.4257017)",0758
127,v,3111,2976,,,2,10,"LINESTRING(-111.9448918 33.4297287,-111.9364452 33.4221707)",0756
128,v,2937,2235,,6700916754.0,2,10,"LINESTRING(-111.9410657 33.4271188,-111.9373581 33.4243583)",0734
129,v,2862,2606,,,2,10,"LINESTRING(-111.9416895 33.4280571,-111.9375866 33.4261909)",0732
130,v,3056,2761,,,2,10,"LINESTRING(-111.944872 33.429055,-111.9383609 33.4235224)",0754
131,v,3050,3067,,,2,10,"LINESTRING(-111.9432661 33.4273883,-111.9386383 33.4263144)",0740
132,v,2120,2770,5697244757.0,,2,10,"LINESTRING(-111.9442568 33.4295279,-111.9364445 33.4225267)",0723
133,v,1925,2766,5641347327.0,,2,10,"LINESTRING(-111.9443026 33.4279205,-111.9396537 33.422608)",0738
134,v,2116,1232,5692081453.0,5266139528.0,2,10,"LINESTRING(-111.941512 33.4273775,-111.9362338 33.4243617)",0739
135,v,2863,2976,,,2,10,"LINESTRING(-111.9404138 33.4280488,-111.9364452 33.4221707)",0744
136,v,2936,2739,,,2,10,"LINESTRING(-111.9409049 33.4267899,-111.9359326 33.4251373)",0754
137,v,505,2919,3299517573.0,,2,10,"LINESTRING(-111.9442762 33.426894,-111.9373262 33.4250752)",0708
138,v,2931,2925,,,2,10,"LINESTRING(-111.9404432 33.4291212,-111.9352797 33.4251597)",0738
139,v,2936,2332,,7121918885.0,2,10,"LINESTRING(-111.9409049 33.4267899,-111.9366697 33.4248479)",0721
140,v,2863,2986,,,2,10,"LINESTRING(-111.9404138 33.4280488,-111.935666 33.4256278)",0716
141,v,2741,2826,,,2,10,"LINESTRING(-111.9427134 33.4299705,-111.9370621 33.4240404)",0718
142,v,2977,3071,,,2,10,"LINESTRING(-111.9413434 33.4267077,-111.9367903 33.426279)",0753
143,v,3045,1814,,5415311123.0,2,10,"LINESTRING(-111.9446671 33.429926,-111.9386929 33.4231902)",0702
144,v,505,2826,3299517573.0,,2,10,"LINESTRING(-111.9442762 33.426894,-111.9370621 33.4240404)",0755
145,v,1914,1470,5634899204.0,5300092759.0,2,10,"LINESTRING(-111.944278 33.4269646,-111.9354766 33.423211)",0702
146,v,2936,2761,,,2,10,"LINESTRING(-111.9409049 33.4267899,-111.9383609 33.4235224)",0746
147,v,2158,1238,5907561206.0,5266139534.0,2,10,"LINESTRING(-111.9442763 33.4268689,-111.9355078 33.424366)",0715
148,v,3040,2921,,,2,10,"LINESTRING(-111.9445009 33.4294361,-111.9359834 33.4240345)",0745
149,v,3047,2761,,,2,10,"LINESTRING(-111.9439797 33.426675,-111.9383609 33.4235224)",0728
150,v,2742,1860,,5415311336.0,2,10,"LINESTRING(-111.9426416 33.4296715,-111.9367572 33.424359)",0705
151,v,2583,2992,,,2,10,"LINESTRING(-111.9447336 33.4302,-111.935856 33.4259113)",0718
152,v,3056,2920,,,2,10,"LINESTRING(-111.944872 33.429055,-111.9370488 33.4246679)",0757
153,v,3040,18,,41529742.0,2,10,"LINESTRING(-111.9445009 33.4294361,-111.9391418 33.4243489)",0742
154,v,3047,65,,42273739.0,2,10,"LINESTRING(-111.9439797 33.426675,-111.9381595 33.4231914)",0709
155,v,1926,2924,5641347330.0,,2,10,"LINESTRING(-111.9443125 33.4283045,-111.9353206 33.4247365)",0744
156,v,2765,2986,,,2,10,"LINESTRING(-111.9418549 33.4289587,-111.935666 33.4256278)",0740
157,v,3042,2826,,,2,10,"LINESTRING(-111.9445403 33.4297769,-111.9370621 33.4240404)",0736
158,v,2116,1234,5692081453.0,5266139530.0,2,10,"LINESTRING(-111.941512 33.4273775,-111.9366703 33.423784)",0759
159,v,2937,1862,,5415311338.0,2,10,"LINESTRING(-111.9410657 33.4271188,-111.9366683 33.4244745)",0732
160,v,2795,63,,41957870.0,2,10,"LINESTRING(-111.9415252 33.4300788,-111.9366746 33.4232058)",0753
161,v,3043,2626,,,2,10,"LINESTRING(-111.944818 33.42935,-111.9375169 33.4215848)",0754
162,v,3074,2989,,,2,10,"LINESTRING(-111.939942 33.427787,-111.9358665 33.4257202)",0758
163,v,2741,2772,,,2,10,"LINESTRING(-111.9427134 33.4299705,-111.9352566 33.4228523)",0735
164,v,3045,2761,,,2,10,"LINESTRING(-111.9446671 33.429926,-111.9383609 33.4235224)",0717
165,v,3050,2763,,,2,10,"LINESTRING(-111.9432661 33.4273883,-111.9389177 33.4234766)",0703
166,v,3075,2981,,,2,10,"LINESTRING(-111.9398961 33.427163,-111.9366946 33.4259464)",0748
167,v,3040,450,,2916726375.0,2,10,"LINESTRING(-111.9445009 33.4294361,-111.9381452 33.4219872)",0739
168,v,2937,2676,,,2,10,"LINESTRING(-111.9410657 33.4271188,-111.9363509 33.4217045)",0730
169,v,1928,2975,5641347332.0,,2,10,"LINESTRING(-111.9443068 33.4280856,-111.9359117 33.4222725)",0800
170,v,2765,2918,,,2,10,"LINESTRING(-111.9418549 33.4289587,-111.9364506 33.4235229)",0737
171,v,3048,2923,,,2,10,"LINESTRING(-111.9439325 33.4283066,-111.9384549 33.4228304)",0747
172,v,2931,2754,,,2,10,"LINESTRING(-111.9404432 33.4291212,-111.9384454 33.4249338)",0723
173,v,3044,1860,,5415311336.0,2,10,"LINESTRING(-111.9446676 33.4300474,-111.9367572 33.424359)",0751
174,v,3075,2676,,,2,10,"LINESTRING(-111.9398961 33.427163,-111.9363509 33.4217045)",0728
175,v,3111,1859,,5415311335.0,2,10,"LINESTRING(-111.9448918 33.4297287,-111.9365605 33.4243597)",0800
176,v,2765,2789,,,2,10,"LINESTRING(-111.9418549 33.4289587,-111.9395879 33.4240592)",0723
177,v,1926,3096,5641347330.0,,2,10,"LINESTRING(-111.9443125 33.4283045,-111.9355278 33.4222795)",0732
178,v,1926,2988,5641347330.0,,2,10,"LINESTRING(-111.9443125 33.4283045,-111.93609 33.4257141)",0711
179,v,2862,2984,,,2,10,"LINESTRING(-111.9416895 33.4280571,-111.9360738 33.4256288)",0750
180,v,2749,2754,,,2,10,"LINESTRING(-111.9433358 33.4277712,-111.9384454 33.4249338)",0711
181,v,2937,1461,,5300092738.0,2,10,"LINESTRING(-111.9410657 33.4271188,-111.9366683 33.4225993)",0728
182,v,2863,2985,,,2,10,"LINESTRING(-111.9404138 33.4280488,-111.9358734 33.4256289)",0709
183,v,2749,54,,41714336.0,2,10,"LINESTRING(-111.9433358 33.4277712,-111.9366625 33.4219038)",0734
184,v,3075,3071,,,2,10,"LINESTRING(-111.9398961 33.427163,-111.9367903 33.426279)",0727
185,v,2161,1812,5907561209.0,5415307210.0,2,10,"LINESTRING(-111.9442962 33.4276724,-111.9380587 33.4231924)",0707
186,v,3040,2790,,,2,10,"LINESTRING(-111.9445009 33.4294361,-111.9395473 33.4246614)",0718
187,v,2124,2986,5697244771.0,,2,10,"LINESTRING(-111.9442601 33.4299032,-111.935666 33.4256278)",0709
188,v,1923,2880,5634899228.0,,2,10,"LINESTRING(-111.9449232 33.4294451,-111.9357482 33.4215551)",0734
189,v,2936,1455,,5300090347.0,2,10,"LINESTRING(-111.9409049 33.4267899,-111.9351153 33.4232126)",0800
190,v,3111,2981,,,2,10,"LINESTRING(-111.9448918 33.4297287,-111.9366946 33.4259464)",0720
191,v,2742,2606,,,2,10,"LINESTRING(-111.9426416 33.4296715,-111.9375866 33.4261909)",0755
192,v,3045,2789,,,2,10,"LINESTRING(-111.9446671 33.429926,-111.9395879 33.4240592)",0719
193,v,2938,3011,,,2,11,"LINESTRING(-111.9409219 33.4288786,-111.9323541 33.4229788)",0750
194,v,2863,3083,,,2,11,"LINESTRING(-111.9404138 33.4280488,-111.929863 33.4234963)",0702
195,v,3056,2911,,,2,11,"LINESTRING(-111.944872 33.429055,-111.9295947 33.4253732)",0713
196,v,3111,2857,,,2,11,"LINESTRING(-111.9448918 33.4297287,-111.9302113 33.4215347)",0707
197,v,2863,2605,,,2,11,"LINESTRING(-111.9404138 33.4280488,-111.9310035 33.4245108)",0717
198,v,2124,2911,5697244771.0,,2,11,"LINESTRING(-111.9442601 33.4299032,-111.9295947 33.4253732)",0759
199,v,2161,2713,5907561209.0,,2,11,"LINESTRING(-111.9442962 33.4276724,-111.9305881 33.4228419)",0717
200,v,3074,3009,,,2,11,"LINESTRING(-111.939942 33.427787,-111.933343 33.4233512)",0737
201,v,3045,2712,,,2,11,"LINESTRING(-111.9446671 33.429926,-111.9313502 33.4224352)",0706
202,v,3047,2947,,,2,11,"LINESTRING(-111.9439797 33.426675,-111.9331929 33.4223693)",0721
203,v,2116,2181,5692081453.0,6106985024.0,2,11,"LINESTRING(-111.941512 33.4273775,-111.9303882 33.423295)",0705
204,v,2931,2721,,,2,11,"LINESTRING(-111.9404432 33.4291212,-111.9301671 33.4254462)",0737
205,v,3074,2946,,,2,11,"LINESTRING(-111.939942 33.427787,-111.933197 33.4227466)",0743
206,v,2863,2970,,,2,11,"LINESTRING(-111.9404138 33.4280488,-111.932526 33.4214742)",0737
207,v,2749,192,,1501649070.0,2,11,"LINESTRING(-111.9433358 33.4277712,-111.9304005 33.4232277)",0742
208,v,48,2969,41662581.0,,2,11,"LINESTRING(-111.9400679 33.4273849,-111.9317967 33.4217834)",0714
209,v,2795,3098,,,2,11,"LINESTRING(-111.9415252 33.4300788,-111.9325919 33.4265037)",0714
210,v,1923,2946,5634899228.0,,2,11,"LINESTRING(-111.9449232 33.4294451,-111.933197 33.4227466)",0723
211,v,505,2641,3299517573.0,,2,11,"LINESTRING(-111.9442762 33.426894,-111.9344444 33.4222825)",0737
212,v,3049,2908,,,2,11,"LINESTRING(-111.9440529 33.4288937,-111.9297256 33.4248806)",0708
213,v,3041,2912,,,2,11,"LINESTRING(-111.944463 33.4300281,-111.9294895 33.4223492)",0731
214,v,2749,2641,,,2,11,"LINESTRING(-111.9433358 33.4277712,-111.9344444 33.4222825)",0727
215,v,2862,2679,,,2,11,"LINESTRING(-111.9416895 33.4280571,-111.9330655 33.4213634)",0704
216,v,3044,3094,,,2,11,"LINESTRING(-111.9446676 33.4300474,-111.9335408 33.422499)",0708
217,v,3047,2969,,,2,11,"LINESTRING(-111.9439797 33.426675,-111.9317967 33.4217834)",0718
218,v,2977,2721,,,2,11,"LINESTRING(-111.9413434 33.4267077,-111.9301671 33.4254462)",0751
219,v,1926,2683,5641347330.0,,2,11,"LINESTRING(-111.9443125 33.4283045,-111.9313451 33.4216613)",0759
220,v,2741,2715,,,2,11,"LINESTRING(-111.9427134 33.4299705,-111.9341852 33.4238096)",0728
221,v,3111,2713,,,2,11,"LINESTRING(-111.9448918 33.4297287,-111.9305881 33.4228419)",0714
222,v,2116,2909,5692081453.0,,2,11,"LINESTRING(-111.941512 33.4273775,-111.9296996 33.425032)",0734
223,v,3040,2947,,,2,11,"LINESTRING(-111.9445009 33.4294361,-111.9331929 33.4223693)",0745
224,v,48,2684,41662581.0,,2,11,"LINESTRING(-111.9400679 33.4273849,-111.9321378 33.4216503)",0719
225,v,3046,2682,,,2,11,"LINESTRING(-111.9449178 33.4302576,-111.9315262 33.4213726)",0800
226,v,3047,2857,,,2,11,"LINESTRING(-111.9439797 33.426675,-111.9302113 33.4215347)",0746
227,v,505,3009,3299517573.0,,2,11,"LINESTRING(-111.9442762 33.426894,-111.933343 33.4233512)",0734
228,v,3043,2679,,,2,11,"LINESTRING(-111.944818 33.42935,-111.9330655 33.4213634)",0745
229,v,2168,2948,5907585046.0,,2,11,"LINESTRING(-111.9443136 33.4283475,-111.930891 33.4225269)",0710
230,v,2168,2969,5907585046.0,,2,11,"LINESTRING(-111.9443136 33.4283475,-111.9317967 33.4217834)",0744
231,v,1928,2715,5641347332.0,,2,11,"LINESTRING(-111.9443068 33.4280856,-111.9341852 33.4238096)",0759
232,v,3043,2715,,,2,11,"LINESTRING(-111.944818 33.42935,-111.9341852 33.4238096)",0733
233,v,2168,3011,5907585046.0,,2,11,"LINESTRING(-111.9443136 33.4283475,-111.9323541 33.4229788)",0707
234,v,2741,2905,,,2,11,"LINESTRING(-111.9427134 33.4299705,-111.9333858 33.4214293)",0743
235,v,3049,2835,,,2,11,"LINESTRING(-111.9440529 33.4288937,-111.9297048 33.4247148)",0758
236,v,2742,3010,,,2,11,"LINESTRING(-111.9426416 33.4296715,-111.9328312 33.4231614)",0741
237,v,2863,2969,,,2,11,"LINESTRING(-111.9404138 33.4280488,-111.9317967 33.4217834)",0716
238,v,1928,2946,5641347332.0,,2,11,"LINESTRING(-111.9443068 33.4280856,-111.933197 33.4227466)",0715
239,v,2863,2909,,,2,11,"LINESTRING(-111.9404138 33.4280488,-111.9296996 33.425032)",0717
240,v,1923,2604,5634899228.0,,2,11,"LINESTRING(-111.9449232 33.4294451,-111.9324938 33.4248362)",0727
241,v,3042,3091,,,2,11,"LINESTRING(-111.9445403 33.4297769,-111.9313394 33.4228808)",0704
242,v,2795,2969,,,2,11,"LINESTRING(-111.9415252 33.4300788,-111.9317967 33.4217834)",0740
243,v,2765,2970,,,2,11,"LINESTRING(-111.9418549 33.4289587,-111.932526 33.4214742)",0734
244,v,2862,2696,,,2,11,"LINESTRING(-111.9416895 33.4280571,-111.9343278 33.4230381)",0752
245,v,2116,2835,5692081453.0,,2,11,"LINESTRING(-111.941512 33.4273775,-111.9297048 33.4247148)",0738
246,v,48,2969,41662581.0,,2,11,"LINESTRING(-111.9400679 33.4273849,-111.9317967 33.4217834)",0716
