agent_id,agent_type,o_node_id,d_node_id,o_osm_node_id,d_osm_node_id,o_zone_id,d_zone_id,geometry,departure_time
161,v,9678,7619,,6985506135,2,27,"LINESTRING(-76.9505725 39.0045946,-76.9437748 38.9807425)",0751
162,v,322,5069,50616958,5689579200,2,27,"LINESTRING(-76.94867 39.004705,-76.9448763 38.9823547)",0749
163,v,8337,9062,,,2,27,"LINESTRING(-76.9541291 39.0047482,-76.9434191 38.979156)",0713
164,v,9735,8227,,,2,28,"LINESTRING(-76.9506607 39.0038554,-76.9374461 38.9816104)",0723
165,v,9935,8228,,,2,28,"LINESTRING(-76.9503249 39.0037084,-76.9374906 38.9818683)",0728
166,v,9847,43,,50197326,2,28,"LINESTRING(-76.9522451 39.0041903,-76.9389367 38.9797348)",0757
167,v,9872,8224,,,2,28,"LINESTRING(-76.949423 39.0037968,-76.9372365 38.9818183)",0752
168,v,9918,42,,50197320,2,28,"LINESTRING(-76.9491102 39.003884,-76.9408699 38.9800001)",0736
169,v,9739,3310,,1535382122,2,28,"LINESTRING(-76.9502964 39.0039797,-76.9416409 38.9792719)",0726
170,v,8337,4126,,3732379565,2,28,"LINESTRING(-76.9541291 39.0047482,-76.9409374 38.9800095)",0714
171,v,9843,7322,,6580849305,2,28,"LINESTRING(-76.9487939 39.0043154,-76.9416408 38.9792443)",0732
172,v,9698,5027,,5689518618,2,28,"LINESTRING(-76.9499422 39.0048629,-76.9419684 38.9844516)",0713
173,v,9935,9385,,,2,28,"LINESTRING(-76.9503249 39.0037084,-76.9421659 38.978628)",0731
174,v,9679,10630,,,2,28,"LINESTRING(-76.9508195 39.0045572,-76.9371275 38.9811214)",0707
175,v,9872,8204,,,2,28,"LINESTRING(-76.949423 39.0037968,-76.9417149 38.9787777)",0800
176,v,9847,3872,,3579924796,2,28,"LINESTRING(-76.9522451 39.0041903,-76.9377562 38.9795807)",0723
177,v,9679,5113,,5689650188,2,29,"LINESTRING(-76.9508195 39.0045572,-76.9337047 38.9799143)",0721
178,v,9761,9368,,,2,29,"LINESTRING(-76.9500026 39.0039637,-76.9345859 38.9792929)",0731
179,v,9911,9111,,,2,29,"LINESTRING(-76.9488228 39.0038296,-76.9327586 38.981993)",0719
180,v,8336,9018,,,2,29,"LINESTRING(-76.9544548 39.0037088,-76.9318 38.9798351)",0740
181,v,9877,303,,50574552,2,29,"LINESTRING(-76.9503108 39.0040262,-76.932625 38.978875)",0735
182,v,9897,9089,,,2,29,"LINESTRING(-76.951086 39.0040664,-76.9334192 38.9817758)",0738
183,v,215,9015,50512149,,2,29,"LINESTRING(-76.951761 39.004492,-76.9338832 38.9789154)",0733
184,v,9691,9341,,,2,29,"LINESTRING(-76.9494521 39.0048038,-76.9328273 38.9814995)",0752
185,v,9698,9395,,,2,29,"LINESTRING(-76.9499422 39.0048629,-76.9351687 38.982009)",0738
186,v,8337,9289,,,2,29,"LINESTRING(-76.9541291 39.0047482,-76.9314963 38.9788986)",0711
187,v,9699,9242,,,2,29,"LINESTRING(-76.950033 39.0047318,-76.9343227 38.9790427)",0715
188,v,9918,296,,50560355,2,29,"LINESTRING(-76.9491102 39.003884,-76.9332988 38.9811098)",0735
189,v,9847,6503,,6541259572,2,29,"LINESTRING(-76.9522451 39.0041903,-76.9323529 38.9795159)",0753
190,v,9857,8153,,,2,29,"LINESTRING(-76.9507382 39.0041276,-76.9338922 38.9832349)",0745
191,v,9737,9147,,,2,29,"LINESTRING(-76.9524199 39.0040014,-76.9335781 38.9819107)",0750
192,v,9784,9122,,,2,29,"LINESTRING(-76.9486137 39.004409,-76.9310096 38.9823736)",0739
193,v,9886,9131,,,2,29,"LINESTRING(-76.9489913 39.0037137,-76.9350309 38.9824318)",0748
194,v,9931,9162,,,2,29,"LINESTRING(-76.9507456 39.0037724,-76.9301911 38.9821916)",0732
195,v,9919,8177,,,2,30,"LINESTRING(-76.9486513 39.0039545,-76.9280749 38.9833154)",0705
196,v,9845,9469,,,2,31,"LINESTRING(-76.9502083 39.0042502,-76.9551749 38.9770247)",0713
197,v,9847,10395,,,2,31,"LINESTRING(-76.9522451 39.0041903,-76.95577 38.9781522)",0707
198,v,215,8301,50512149,,2,32,"LINESTRING(-76.951761 39.004492,-76.9486986 38.9766116)",0758
199,v,9944,8315,,,2,32,"LINESTRING(-76.9510837 39.0044969,-76.9509528 38.9772681)",0745
200,v,9739,8322,,,2,32,"LINESTRING(-76.9502964 39.0039797,-76.9533395 38.9778516)",0750
201,v,9698,9638,,,2,33,"LINESTRING(-76.9499422 39.0048629,-76.9454354 38.9767816)",0719
202,v,9871,9553,,,2,33,"LINESTRING(-76.9509941 39.0038526,-76.9444832 38.9771345)",0718
203,v,9931,9623,,,2,34,"LINESTRING(-76.9507456 39.0037724,-76.9374818 38.977126)",0721
204,v,9735,9633,,,2,34,"LINESTRING(-76.9506607 39.0038554,-76.9384537 38.9773381)",0744
205,v,9917,9494,,,2,34,"LINESTRING(-76.9501599 39.0038308,-76.9368701 38.9767969)",0710
206,v,9943,8460,,,2,34,"LINESTRING(-76.949244 39.0045783,-76.9375017 38.9782319)",0729
207,v,9857,6160,,6534440030,2,35,"LINESTRING(-76.9507382 39.0041276,-76.9330996 38.9778691)",0731
208,v,9685,9056,,,2,35,"LINESTRING(-76.9496426 39.0042662,-76.9329653 38.9782255)",0719
209,v,9920,9534,,,2,35,"LINESTRING(-76.9492801 39.0039284,-76.9338636 38.9769273)",0753
210,v,9687,9539,,,2,35,"LINESTRING(-76.9505964 39.0047723,-76.9336385 38.9768977)",0712
211,v,322,9048,50616958,,2,35,"LINESTRING(-76.94867 39.004705,-76.9300396 38.97798)",0751
212,v,215,9230,50512149,,2,35,"LINESTRING(-76.951761 39.004492,-76.9305884 38.9782392)",0744
213,v,8337,10675,,,2,36,"LINESTRING(-76.9541291 39.0047482,-76.9294298 38.977771)",0730
214,v,9739,7759,,,2,37,"LINESTRING(-76.9502964 39.0039797,-76.9591 38.9780857)",0704
215,v,9888,7176,,6580832451,2,38,"LINESTRING(-76.9507455 39.0037364,-76.9562745 38.9843133)",0711
216,v,9919,7197,,6580832492,2,38,"LINESTRING(-76.9486513 39.0039545,-76.9558971 38.984642)",0759
217,v,9918,7188,,6580832480,2,38,"LINESTRING(-76.9491102 39.003884,-76.9557816 38.9841642)",0721
218,v,9897,1029,,255338622,2,39,"LINESTRING(-76.951086 39.0040664,-76.944769 38.9885297)",0716
219,v,9920,7210,,6580832509,2,39,"LINESTRING(-76.9492801 39.0039284,-76.9585384 38.9850117)",0702
220,v,9911,5643,,6497749395,2,39,"LINESTRING(-76.9488228 39.0038296,-76.9456847 38.9908025)",0731
221,v,8337,6898,,6559039538,2,39,"LINESTRING(-76.9541291 39.0047482,-76.9542083 38.9873458)",0725
222,v,9872,7211,,6580832515,2,39,"LINESTRING(-76.949423 39.0037968,-76.9586099 38.9848952)",0707
223,v,9875,1406,,258960840,2,39,"LINESTRING(-76.9491204 39.0040633,-76.9473117 38.9870697)",0723
224,v,9687,5667,,6502987517,2,39,"LINESTRING(-76.9505964 39.0047723,-76.9496959 38.9899536)",0716
225,v,9874,3144,,293562152,2,39,"LINESTRING(-76.9515903 39.0037909,-76.9482591 38.9869077)",0737
226,v,9886,6075,,6532998981,2,40,"LINESTRING(-76.9489913 39.0037137,-76.9440779 38.9924526)",0752
227,v,9697,1540,,259451785,2,40,"LINESTRING(-76.949765 39.0048368,-76.9501401 38.9930138)",0718
228,v,9845,3137,,292678997,2,40,"LINESTRING(-76.9502083 39.0042502,-76.9496002 38.9924335)",0745
229,v,9843,7835,,,2,40,"LINESTRING(-76.9487939 39.0043154,-76.9591 38.9951033)",0709
230,v,9875,1063,,255339795,2,40,"LINESTRING(-76.9491204 39.0040633,-76.943015 38.9910103)",0734
231,v,322,2698,50616958,279675762,2,40,"LINESTRING(-76.94867 39.004705,-76.9505787 38.9930042)",0719
232,v,215,4037,50512149,3732371562,2,40,"LINESTRING(-76.951761 39.004492,-76.9483987 38.9945181)",0713
233,v,9688,1304,,258898216,2,40,"LINESTRING(-76.9490413 39.0046956,-76.9467497 38.9910726)",0722
234,v,9845,6009,,6530668386,2,40,"LINESTRING(-76.9502083 39.0042502,-76.9491407 38.9925287)",0718
235,v,9935,7834,,,2,41,"LINESTRING(-76.9503249 39.0037084,-76.9591 38.9975955)",0746
236,v,9852,7839,,,2,42,"LINESTRING(-76.9519094 39.0042476,-76.9591 39.0044792)",0724
237,v,9712,3630,,2438344709,2,44,"LINESTRING(-76.9498306 39.0040704,-76.9547709 39.0044634)",0743
238,v,9691,6141,,6533007761,2,45,"LINESTRING(-76.9494521 39.0048038,-76.9422547 38.9921124)",0713
239,v,9712,1285,,257148647,2,45,"LINESTRING(-76.9498306 39.0040704,-76.9423996 38.9917346)",0742
240,v,9678,2237,,271044267,2,45,"LINESTRING(-76.9505725 39.0045946,-76.9428114 38.99546)",0730
241,v,9935,4574,,5435958038,2,45,"LINESTRING(-76.9503249 39.0037084,-76.9455372 39.0019118)",0755
242,v,9944,4570,,5435958034,2,45,"LINESTRING(-76.9510837 39.0044969,-76.9452314 39.0021952)",0757
243,v,8336,927,,254532836,2,46,"LINESTRING(-76.9544548 39.0037088,-76.9398907 38.9947883)",0744
244,v,9691,926,,254532832,2,46,"LINESTRING(-76.9494521 39.0048038,-76.9399109 38.9937014)",0723
245,v,9874,6271,,6535969795,2,46,"LINESTRING(-76.9515903 39.0037909,-76.9414941 38.9995922)",0725
246,v,9875,6460,,6537659159,2,47,"LINESTRING(-76.9491204 39.0040633,-76.9306394 39.0039543)",0751
247,v,9762,7799,,,2,50,"LINESTRING(-76.9489444 39.0040338,-76.9297 38.9981807)",0711
248,v,9783,7826,,,2,50,"LINESTRING(-76.9513898 39.0044573,-76.9297 38.9983296)",0734
249,v,9852,6975,,6570093653,2,51,"LINESTRING(-76.9519094 39.0042476,-76.9390429 38.9927574)",0729
250,v,9944,4776,,5521008631,2,51,"LINESTRING(-76.9510837 39.0044969,-76.9318311 38.9941651)",0706
251,v,9897,6270,,6535540809,2,51,"LINESTRING(-76.951086 39.0040664,-76.9370336 38.9950073)",0736
252,v,9853,2427,,274440152,2,51,"LINESTRING(-76.9489456 39.0041736,-76.93714 38.9942017)",0735
