agent_id,agent_type,o_node_id,d_node_id,o_osm_node_id,d_osm_node_id,o_zone_id,d_zone_id,geometry,departure_time
56,v,607,676,,,1,6,"LINESTRING(132.7088827 34.4062611,132.7175816 34.4012554)",0742
57,v,608,703,,,1,6,"LINESTRING(132.7085171 34.4062393,132.7171318 34.4024857)",0719
58,v,601,502,,,1,7,"LINESTRING(132.7075173 34.4063056,132.7107056 34.3992058)",0703
59,v,612,560,,,1,7,"LINESTRING(132.7095841 34.405831,132.709447 34.3995949)",0730
60,v,605,560,,,1,7,"LINESTRING(132.7078335 34.4057988,132.709447 34.3995949)",0757
61,v,611,548,,,1,7,"LINESTRING(132.7091146 34.4062824,132.710657 34.399516)",0732
62,v,544,443,,,1,7,"LINESTRING(132.7114525 34.4061969,132.7113437 34.3981934)",0725
63,v,603,463,,,1,7,"LINESTRING(132.707755 34.4064783,132.7102206 34.3976496)",0800
64,v,605,456,,,1,7,"LINESTRING(132.7078335 34.4057988,132.710869 34.3980823)",0733
65,v,633,476,,,1,7,"LINESTRING(132.7106009 34.4060007,132.7096435 34.3986942)",0752
66,v,608,456,,,1,7,"LINESTRING(132.7085171 34.4062393,132.710869 34.3980823)",0737
67,v,601,548,,,1,7,"LINESTRING(132.7075173 34.4063056,132.710657 34.399516)",0752
68,v,611,553,,,1,7,"LINESTRING(132.7091146 34.4062824,132.7111096 34.3997558)",0744
69,v,612,526,,,1,7,"LINESTRING(132.7095841 34.405831,132.7105368 34.4000514)",0747
70,v,612,489,,,1,8,"LINESTRING(132.7095841 34.405831,132.715146 34.3984659)",0731
71,v,608,594,,,1,8,"LINESTRING(132.7085171 34.4062393,132.7151421 34.3990627)",0750
72,v,608,679,,,1,8,"LINESTRING(132.7085171 34.4062393,132.7148705 34.3968332)",0725
73,v,601,488,,,1,8,"LINESTRING(132.7075173 34.4063056,132.7156711 34.3993408)",0746
74,v,609,474,,,1,8,"LINESTRING(132.708574 34.4060711,132.7140619 34.399185)",0745
75,v,600,464,,,1,8,"LINESTRING(132.7075831 34.4062023,132.713639 34.3971013)",0739
76,v,602,537,,,1,8,"LINESTRING(132.707445 34.4064446,132.7167467 34.3966279)",0725
77,v,544,496,,,1,8,"LINESTRING(132.7114525 34.4061969,132.7151206 34.4001052)",0737
78,v,607,489,,,1,8,"LINESTRING(132.7088827 34.4062611,132.715146 34.3984659)",0752
79,v,606,489,,,1,8,"LINESTRING(132.7089417 34.4065383,132.715146 34.3984659)",0749
80,v,633,586,,,1,8,"LINESTRING(132.7106009 34.4060007,132.7134503 34.3998803)",0726
81,v,412,678,,,1,8,"LINESTRING(132.7093185 34.4065,132.714616 34.3964476)",0725
82,v,612,678,,,1,8,"LINESTRING(132.7095841 34.405831,132.714616 34.3964476)",0754
83,v,608,586,,,1,8,"LINESTRING(132.7085171 34.4062393,132.7134503 34.3998803)",0714
84,v,606,565,,,1,8,"LINESTRING(132.7089417 34.4065383,132.7158412 34.4003145)",0723
85,v,606,460,,,1,8,"LINESTRING(132.7089417 34.4065383,132.7158422 34.3986452)",0756
86,v,633,484,,,1,8,"LINESTRING(132.7106009 34.4060007,132.7152807 34.3987561)",0751
87,v,633,540,,,1,8,"LINESTRING(132.7106009 34.4060007,132.7165295 34.3973277)",0748
88,v,611,525,,,1,9,"LINESTRING(132.7091146 34.4062824,132.7170808 34.3965622)",0757
89,v,612,659,,,1,10,"LINESTRING(132.7095841 34.405831,132.7073985 34.3917959)",0716
90,v,612,77,,1910804502,1,11,"LINESTRING(132.7095841 34.405831,132.7152385 34.3921073)",0739
91,v,600,511,,,1,11,"LINESTRING(132.7075831 34.4062023,132.7142081 34.3919383)",0728
92,v,601,660,,,1,11,"LINESTRING(132.7075173 34.4063056,132.7117801 34.3917577)",0755
93,v,600,667,,,1,12,"LINESTRING(132.7075831 34.4062023,132.7177994 34.3925742)",0759
94,v,607,655,,,1,12,"LINESTRING(132.7088827 34.4062611,132.7197889 34.3922907)",0703
95,v,607,658,,,1,12,"LINESTRING(132.7088827 34.4062611,132.7196402 34.3917669)",0724
96,v,607,654,,,1,12,"LINESTRING(132.7088827 34.4062611,132.7195441 34.3926372)",0713
97,v,412,179,,4005534847,1,13,"LINESTRING(132.7093185 34.4065,132.7106398 34.3944756)",0715
98,v,609,165,,4005534770,1,14,"LINESTRING(132.708574 34.4060711,132.7122331 34.4000004)",0742
99,v,575,93,,1910814837,1,14,"LINESTRING(132.7098598 34.4066829,132.7117122 34.3985897)",0727
100,v,603,121,,4005413363,1,14,"LINESTRING(132.707755 34.4064783,132.7119566 34.3969858)",0715
101,v,603,94,,1910815028,1,14,"LINESTRING(132.707755 34.4064783,132.7112763 34.398582)",0722
102,v,544,121,,4005413363,1,14,"LINESTRING(132.7114525 34.4061969,132.7119566 34.3969858)",0723
103,v,605,328,,8223661645,1,15,"LINESTRING(132.7078335 34.4057988,132.7092212 34.403868)",0744
104,v,634,82,,1910809302,1,15,"LINESTRING(132.7105425 34.4063051,132.7127059 34.4005849)",0745
105,v,601,336,,8223661690,1,15,"LINESTRING(132.7075173 34.4063056,132.7100144 34.4039024)",0756
106,v,611,336,,8223661690,1,15,"LINESTRING(132.7091146 34.4062824,132.7100144 34.4039024)",0727
107,v,606,147,,4005522345,1,15,"LINESTRING(132.7089417 34.4065383,132.7116658 34.4012635)",0750
108,v,634,86,,1910813172,1,15,"LINESTRING(132.7105425 34.4063051,132.7122366 34.4032494)",0708
109,v,603,145,,4005522341,1,15,"LINESTRING(132.707755 34.4064783,132.7136586 34.4024615)",0728
110,v,608,82,,1910809302,1,15,"LINESTRING(132.7085171 34.4062393,132.7127059 34.4005849)",0753
111,v,604,290,,5250465233,1,15,"LINESTRING(132.707586 34.4064196,132.7107823 34.4008857)",0749
112,v,601,84,,1910810588,1,15,"LINESTRING(132.7075173 34.4063056,132.7112522 34.4014878)",0734
113,v,575,86,,1910813172,1,15,"LINESTRING(132.7098598 34.4066829,132.7122366 34.4032494)",0738
114,v,634,388,,8226454622,1,15,"LINESTRING(132.7105425 34.4063051,132.7092965 34.4029901)",0714
115,v,633,215,,4280235819,1,15,"LINESTRING(132.7106009 34.4060007,132.7084721 34.4052645)",0729
116,v,601,420,,,1,16,"LINESTRING(132.7075173 34.4063056,132.7080716 34.4065)",0755
117,v,610,401,,,1,18,"LINESTRING(132.7087093 34.4059371,132.7163606 34.4065)",0742
118,v,611,393,,8226641323,1,18,"LINESTRING(132.7091146 34.4062824,132.7132694 34.4047474)",0709
119,v,602,341,,8223663340,1,18,"LINESTRING(132.707445 34.4064446,132.7133113 34.4047987)",0759
120,v,603,428,,,1,18,"LINESTRING(132.707755 34.4064783,132.7129431 34.4065)",0743
121,v,544,401,,,1,18,"LINESTRING(132.7114525 34.4061969,132.7163606 34.4065)",0723
122,v,611,230,,4281527234,1,18,"LINESTRING(132.7091146 34.4062824,132.7151505 34.4047297)",0702
123,v,575,137,,4005445299,1,18,"LINESTRING(132.7098598 34.4066829,132.714409 34.4035195)",0714
124,v,544,68,,1307420823,1,20,"LINESTRING(132.7114525 34.4061969,132.718776 34.406472)",0724
125,v,609,400,,,1,20,"LINESTRING(132.708574 34.4060711,132.7197 34.406254)",0757
126,v,412,68,,1307420823,1,20,"LINESTRING(132.7093185 34.4065,132.718776 34.406472)",0748
127,v,611,433,,,1,20,"LINESTRING(132.7091146 34.4062824,132.7197 34.4063819)",0731
128,v,601,374,,8226406482,1,21,"LINESTRING(132.7075173 34.4063056,132.7154213 34.4016544)",0751
129,v,599,409,,,1,21,"LINESTRING(132.7074444 34.4058819,132.7197 34.4031902)",0755
130,v,610,372,,8226406476,1,21,"LINESTRING(132.7087093 34.4059371,132.7155945 34.4016901)",0755
131,v,604,163,,4005524932,1,21,"LINESTRING(132.707586 34.4064196,132.7165639 34.4030738)",0743
132,v,412,375,,8226406484,1,21,"LINESTRING(132.7093185 34.4065,132.7143242 34.4016231)",0733
133,v,602,410,,,1,23,"LINESTRING(132.707445 34.4064446,132.7197 34.3939645)",0746
134,v,608,408,,,1,24,"LINESTRING(132.7085171 34.4062393,132.7184426 34.3917)",0748
135,v,412,429,,,1,24,"LINESTRING(132.7093185 34.4065,132.7190033 34.3917)",0705
136,v,602,408,,,1,24,"LINESTRING(132.707445 34.4064446,132.7184426 34.3917)",0726
137,v,607,75,,1910084856,1,25,"LINESTRING(132.7088827 34.4062611,132.7153102 34.3940604)",0759
138,v,602,69,,1307420835,1,25,"LINESTRING(132.707445 34.4064446,132.7131149 34.3918412)",0743
139,v,634,69,,1307420835,1,25,"LINESTRING(132.7105425 34.4063051,132.7131149 34.3918412)",0758
140,v,634,75,,1910084856,1,25,"LINESTRING(132.7105425 34.4063051,132.7153102 34.3940604)",0755
141,v,182,608,4102444583,,2,1,"LINESTRING(132.7133416 34.4060556,132.7085171 34.4062393)",0725
142,v,618,575,,,2,1,"LINESTRING(132.7139915 34.4065195,132.7098598 34.4066829)",0749
143,v,182,544,4102444583,,2,1,"LINESTRING(132.7133416 34.4060556,132.7114525 34.4061969)",0749
144,v,617,412,,,2,1,"LINESTRING(132.7149445 34.4066661,132.7093185 34.4065)",0722
145,v,415,599,,,2,1,"LINESTRING(132.7146813 34.4065,132.7074444 34.4058819)",0721
146,v,628,607,,,2,1,"LINESTRING(132.712213 34.4064811,132.7088827 34.4062611)",0730
147,v,640,633,,,2,1,"LINESTRING(132.7163049 34.4060392,132.7106009 34.4060007)",0707
148,v,630,612,,,2,1,"LINESTRING(132.712618 34.4065386,132.7095841 34.405831)",0735
149,v,642,575,,,2,1,"LINESTRING(132.7159489 34.4059198,132.7098598 34.4066829)",0704
150,v,629,610,,,2,1,"LINESTRING(132.7123888 34.4065408,132.7087093 34.4059371)",0705
151,v,640,612,,,2,1,"LINESTRING(132.7163049 34.4060392,132.7095841 34.405831)",0754
152,v,630,602,,,2,1,"LINESTRING(132.712618 34.4065386,132.707445 34.4064446)",0738
153,v,616,611,,,2,1,"LINESTRING(132.7150951 34.4062639,132.7091146 34.4062824)",0730
154,v,650,605,,,2,1,"LINESTRING(132.7141242 34.4057662,132.7078335 34.4057988)",0749
155,v,622,603,,,2,1,"LINESTRING(132.7144488 34.4061065,132.707755 34.4064783)",0735
156,v,640,412,,,2,1,"LINESTRING(132.7163049 34.4060392,132.7093185 34.4065)",0755
157,v,224,600,4280248385,,2,1,"LINESTRING(132.7129385 34.4064707,132.7075831 34.4062023)",0718
158,v,641,572,,,2,3,"LINESTRING(132.7161058 34.4059626,132.7168654 34.406019)",0745
159,v,628,638,,,2,3,"LINESTRING(132.712213 34.4064811,132.7168626 34.4063624)",0756
160,v,411,403,,,2,3,"LINESTRING(132.7135779 34.4065,132.7170097 34.4065)",0742
161,v,490,583,,,2,4,"LINESTRING(132.7139471 34.4062798,132.7097163 34.4032805)",0753
162,v,627,583,,,2,4,"LINESTRING(132.7136918 34.4058771,132.7097163 34.4032805)",0756
163,v,647,447,,,2,4,"LINESTRING(132.7147714 34.405808,132.7113702 34.402776)",0740
164,v,623,523,,,2,4,"LINESTRING(132.7128794 34.405964,132.7113318 34.4035065)",0735
165,v,224,510,4280248385,,2,4,"LINESTRING(132.7129385 34.4064707,132.7108456 34.402079)",0706
166,v,625,447,,,2,4,"LINESTRING(132.713404 34.4059011,132.7113702 34.402776)",0738
167,v,620,707,,,2,4,"LINESTRING(132.7143886 34.4063914,132.7103302 34.4033025)",0709
168,v,621,530,,,2,4,"LINESTRING(132.714558 34.4063112,132.7103138 34.4022422)",0747
169,v,615,214,,4280235816,2,4,"LINESTRING(132.7152603 34.4062546,132.7092292 34.4055168)",0730
170,v,651,708,,,2,4,"LINESTRING(132.7139092 34.4060053,132.7105448 34.4030189)",0703
171,v,617,447,,,2,4,"LINESTRING(132.7149445 34.4066661,132.7113702 34.402776)",0719
172,v,618,686,,,2,4,"LINESTRING(132.7139915 34.4065195,132.7114991 34.4040027)",0712
173,v,618,478,,,2,4,"LINESTRING(132.7139915 34.4065195,132.7102999 34.4006131)",0725
174,v,615,708,,,2,4,"LINESTRING(132.7152603 34.4062546,132.7105448 34.4030189)",0732
175,v,613,707,,,2,4,"LINESTRING(132.7160403 34.4065969,132.7103302 34.4033025)",0724
176,v,208,708,4102447756,,2,4,"LINESTRING(132.7153536 34.4058354,132.7105448 34.4030189)",0707
177,v,617,53,,1307416632,2,4,"LINESTRING(132.7149445 34.4066661,132.70798 34.4022114)",0723
178,v,639,595,,,2,4,"LINESTRING(132.7157558 34.4058334,132.7089923 34.4039366)",0736
179,v,647,595,,,2,4,"LINESTRING(132.7147714 34.405808,132.7089923 34.4039366)",0727
180,v,635,564,,,2,4,"LINESTRING(132.7167148 34.4066121,132.7095017 34.4022146)",0800
181,v,622,523,,,2,4,"LINESTRING(132.7144488 34.4061065,132.7113318 34.4035065)",0744
182,v,643,53,,1307416632,2,4,"LINESTRING(132.7155384 34.4057671,132.70798 34.4022114)",0723
183,v,625,449,,,2,4,"LINESTRING(132.713404 34.4059011,132.7111006 34.4006911)",0757
184,v,545,71,,1595590093,2,4,"LINESTRING(132.7133552 34.4064103,132.708122 34.403866)",0745
185,v,625,684,,,2,4,"LINESTRING(132.713404 34.4059011,132.7090206 34.4031414)",0705
186,v,614,214,,4280235816,2,4,"LINESTRING(132.7152276 34.4064562,132.7092292 34.4055168)",0742
187,v,652,523,,,2,4,"LINESTRING(132.7139984 34.406034,132.7113318 34.4035065)",0727
188,v,648,478,,,2,4,"LINESTRING(132.7143122 34.4058671,132.7102999 34.4006131)",0734
189,v,623,689,,,2,4,"LINESTRING(132.7128794 34.405964,132.7095166 34.403603)",0742
190,v,411,71,,1595590093,2,4,"LINESTRING(132.7135779 34.4065,132.708122 34.403866)",0715
191,v,635,692,,,2,4,"LINESTRING(132.7167148 34.4066121,132.7100007 34.4031466)",0712
192,v,644,478,,,2,4,"LINESTRING(132.7153865 34.40574,132.7102999 34.4006131)",0708
193,v,629,523,,,2,4,"LINESTRING(132.7123888 34.4065408,132.7113318 34.4035065)",0753
194,v,621,708,,,2,4,"LINESTRING(132.714558 34.4063112,132.7105448 34.4030189)",0755
195,v,641,523,,,2,4,"LINESTRING(132.7161058 34.4059626,132.7113318 34.4035065)",0725
196,v,622,708,,,2,4,"LINESTRING(132.7144488 34.4061065,132.7105448 34.4030189)",0744
197,v,632,596,,,2,4,"LINESTRING(132.7119555 34.4059743,132.7102849 34.4042133)",0745
198,v,613,564,,,2,4,"LINESTRING(132.7160403 34.4065969,132.7095017 34.4022146)",0753
199,v,499,694,,,2,5,"LINESTRING(132.7138122 34.4064779,132.7154454 34.4037452)",0713
200,v,216,452,4280235820,,2,5,"LINESTRING(132.7163964 34.4061759,132.7122897 34.4026669)",0749
201,v,648,481,,,2,5,"LINESTRING(132.7143122 34.4058671,132.7148572 34.4039526)",0723
202,v,616,513,,,2,5,"LINESTRING(132.7150951 34.4062639,132.7153826 34.40426)",0739
203,v,499,561,,,2,5,"LINESTRING(132.7138122 34.4064779,132.7161606 34.4024395)",0745
204,v,635,516,,,2,5,"LINESTRING(132.7167148 34.4066121,132.7124314 34.4052034)",0756
205,v,623,534,,,2,5,"LINESTRING(132.7128794 34.405964,132.7136739 34.4041889)",0738
206,v,643,445,,,2,5,"LINESTRING(132.7155384 34.4057671,132.7137195 34.4014044)",0714
207,v,628,699,,,2,5,"LINESTRING(132.712213 34.4064811,132.7154672 34.4035044)",0736
208,v,648,535,,,2,5,"LINESTRING(132.7143122 34.4058671,132.7163188 34.4048772)",0717
209,v,646,485,,,2,5,"LINESTRING(132.7150707 34.4059944,132.712417 34.405398)",0757
210,v,652,695,,,2,5,"LINESTRING(132.7139984 34.406034,132.7154441 34.4041199)",0710
211,v,643,521,,,2,5,"LINESTRING(132.7155384 34.4057671,132.7153507 34.4005919)",0755
212,v,627,685,,,2,5,"LINESTRING(132.7136918 34.4058771,132.7139549 34.4039279)",0752
213,v,415,521,,,2,5,"LINESTRING(132.7146813 34.4065,132.7153507 34.4005919)",0735
214,v,622,552,,,2,5,"LINESTRING(132.7144488 34.4061065,132.7148977 34.4036617)",0722
215,v,650,567,,,2,5,"LINESTRING(132.7141242 34.4057662,132.7156126 34.4004139)",0738
216,v,615,531,,,2,5,"LINESTRING(132.7152603 34.4062546,132.7148407 34.4042059)",0758
217,v,635,693,,,2,5,"LINESTRING(132.7167148 34.4066121,132.7151642 34.4036567)",0743
218,v,628,704,,,2,5,"LINESTRING(132.712213 34.4064811,132.7138494 34.4035366)",0714
219,v,213,577,4280235809,,2,5,"LINESTRING(132.7153068 34.4056411,132.71549 34.4045031)",0753
220,v,59,566,1307418339,,2,5,"LINESTRING(132.7138564 34.4061402,132.715682 34.4006473)",0731
221,v,645,477,,,2,5,"LINESTRING(132.7147997 34.4060017,132.7159722 34.401399)",0739
222,v,542,562,,,2,5,"LINESTRING(132.7120696 34.4062008,132.7158642 34.4021525)",0709
223,v,614,588,,,2,5,"LINESTRING(132.7152276 34.4064562,132.7118598 34.4017611)",0755
224,v,642,446,,,2,5,"LINESTRING(132.7159489 34.4059198,132.7141833 34.4030066)",0755
225,v,216,582,4280235820,,2,5,"LINESTRING(132.7163964 34.4061759,132.7135018 34.4006758)",0734
226,v,545,487,,,2,5,"LINESTRING(132.7133552 34.4064103,132.715914 34.4045036)",0710
227,v,640,535,,,2,5,"LINESTRING(132.7163049 34.4060392,132.7163188 34.4048772)",0724
228,v,621,481,,,2,5,"LINESTRING(132.714558 34.4063112,132.7148572 34.4039526)",0715
229,v,542,546,,,2,5,"LINESTRING(132.7120696 34.4062008,132.7140872 34.4003889)",0730
230,v,616,567,,,2,5,"LINESTRING(132.7150951 34.4062639,132.7156126 34.4004139)",0758
231,v,613,535,,,2,5,"LINESTRING(132.7160403 34.4065969,132.7163188 34.4048772)",0758
232,v,627,445,,,2,5,"LINESTRING(132.7136918 34.4058771,132.7137195 34.4014044)",0724
233,v,632,694,,,2,5,"LINESTRING(132.7119555 34.4059743,132.7154454 34.4037452)",0711
234,v,615,503,,,2,5,"LINESTRING(132.7152603 34.4062546,132.7166898 34.4019342)",0748
235,v,545,446,,,2,5,"LINESTRING(132.7133552 34.4064103,132.7141833 34.4030066)",0730
236,v,619,552,,,2,5,"LINESTRING(132.7142912 34.4064827,132.7148977 34.4036617)",0717
237,v,613,506,,,2,5,"LINESTRING(132.7160403 34.4065969,132.7162715 34.4044298)",0706
238,v,644,562,,,2,5,"LINESTRING(132.7153865 34.40574,132.7158642 34.4021525)",0706
239,v,621,487,,,2,5,"LINESTRING(132.714558 34.4063112,132.715914 34.4045036)",0722
240,v,224,589,4280248385,,2,5,"LINESTRING(132.7129385 34.4064707,132.7129802 34.4026593)",0717
241,v,21,551,1307414171,,2,5,"LINESTRING(132.7148493 34.4062778,132.7117097 34.4033507)",0748
242,v,639,517,,,2,5,"LINESTRING(132.7157558 34.4058334,132.7145584 34.4003871)",0741
243,v,576,567,,,2,5,"LINESTRING(132.7124392 34.4062347,132.7156126 34.4004139)",0724
244,v,632,590,,,2,5,"LINESTRING(132.7119555 34.4059743,132.7138519 34.4026841)",0745
245,v,224,445,4280248385,,2,5,"LINESTRING(132.7129385 34.4064707,132.7137195 34.4014044)",0750
246,v,620,581,,,2,5,"LINESTRING(132.7143886 34.4063914,132.7141643 34.4008859)",0709
247,v,213,581,4280235809,,2,5,"LINESTRING(132.7153068 34.4056411,132.7141643 34.4008859)",0740
248,v,617,531,,,2,5,"LINESTRING(132.7149445 34.4066661,132.7148407 34.4042059)",0800
249,v,620,534,,,2,5,"LINESTRING(132.7143886 34.4063914,132.7136739 34.4041889)",0707
250,v,641,688,,,2,5,"LINESTRING(132.7161058 34.4059626,132.7125421 34.4038975)",0715
251,v,650,531,,,2,5,"LINESTRING(132.7141242 34.4057662,132.7148407 34.4042059)",0730
252,v,647,450,,,2,5,"LINESTRING(132.7147714 34.405808,132.7134406 34.4029315)",0730
253,v,499,694,,,2,5,"LINESTRING(132.7138122 34.4064779,132.7154454 34.4037452)",0711
254,v,616,521,,,2,5,"LINESTRING(132.7150951 34.4062639,132.7153507 34.4005919)",0703
255,v,644,513,,,2,5,"LINESTRING(132.7153865 34.40574,132.7153826 34.40426)",0705
256,v,415,566,,,2,5,"LINESTRING(132.7146813 34.4065,132.715682 34.4006473)",0748
257,v,630,591,,,2,5,"LINESTRING(132.712618 34.4065386,132.7148276 34.4027853)",0725
258,v,224,470,4280248385,,2,5,"LINESTRING(132.7129385 34.4064707,132.7142081 34.4040029)",0755
259,v,613,521,,,2,5,"LINESTRING(132.7160403 34.4065969,132.7153507 34.4005919)",0719
260,v,631,531,,,2,5,"LINESTRING(132.7126073 34.406428,132.7148407 34.4042059)",0758
261,v,619,536,,,2,5,"LINESTRING(132.7142912 34.4064827,132.7140657 34.4006349)",0714
262,v,576,685,,,2,5,"LINESTRING(132.7124392 34.4062347,132.7139549 34.4039279)",0758
263,v,632,531,,,2,5,"LINESTRING(132.7119555 34.4059743,132.7148407 34.4042059)",0709
264,v,624,532,,,2,5,"LINESTRING(132.7129622 34.4061294,132.7160364 34.4048266)",0714
265,v,642,459,,,2,5,"LINESTRING(132.7159489 34.4059198,132.7145691 34.4017543)",0731
266,v,415,570,,,2,5,"LINESTRING(132.7146813 34.4065,132.711663 34.4050278)",0707
267,v,576,534,,,2,5,"LINESTRING(132.7124392 34.4062347,132.7136739 34.4041889)",0755
268,v,652,466,,,2,5,"LINESTRING(132.7139984 34.406034,132.7160377 34.4010489)",0759
269,v,59,477,1307418339,,2,5,"LINESTRING(132.7138564 34.4061402,132.7159722 34.401399)",0737
270,v,623,683,,,2,6,"LINESTRING(132.7128794 34.405964,132.7168796 34.4026004)",0745
271,v,648,675,,,2,6,"LINESTRING(132.7143122 34.4058671,132.7177438 34.4010478)",0729
272,v,643,538,,,2,6,"LINESTRING(132.7155384 34.4057671,132.7180054 34.4012602)",0704
273,v,625,451,,,2,6,"LINESTRING(132.713404 34.4059011,132.7193038 34.4014048)",0749
274,v,641,676,,,2,6,"LINESTRING(132.7161058 34.4059626,132.7175816 34.4012554)",0759
275,v,651,675,,,2,6,"LINESTRING(132.7139092 34.4060053,132.7177438 34.4010478)",0750
